# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/Manu/Braker3/braker.gtf" "-o" "/home/mabo3966/Genome_Analysis/Njaponicum_transcriptomics_heat_response/analyses/06_expression/FeatureCounts/Results/featurecounts_chr3.txt" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam
g358	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2031406;2031406;2031963;2031963;2032136;2032136;2032720;2032720;2033091;2033091;2033434;2033434;2033650;2033650;2034106;2034106;2034562;2034562;2034899;2034899;2035451;2035451;2035907;2035907;2036228;2036228;2036611;2036611;2037248;2037248;2038446;2038446;2039550;2039550;2039897;2039897;2040067;2040067;2040360;2040664;2040859;2040859;2041193;2044202;2044916;2045206;2045569;2046026;2046449;2046792	2031602;2031602;2032044;2032044;2032426;2032426;2032782;2032782;2033234;2033234;2033490;2033490;2033702;2033702;2034241;2034241;2034649;2034649;2035119;2035119;2035702;2035702;2036072;2036072;2036352;2036352;2037015;2037015;2037523;2037523;2038541;2038541;2039641;2039641;2039908;2039908;2040268;2040268;2040397;2040761;2040866;2040978;2041293;2044636;2045021;2045307;2045626;2046114;2046667;2046860	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4393	1267	1017	1441	1525	766	1943
g359	contig_15_pilon	2040928	2041377	+	450	0	0	0	0	0	0
g360	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2047733;2048992;2050833;2051288;2051582;2051855;2052157;2052444;2052708;2052887;2053269;2053532;2053845;2054626;2055153	2048303;2049179;2051071;2051462;2051676;2051908;2052231;2052564;2052763;2052951;2053357;2053746;2054168;2054744;2055463	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2697	1290	508	452	495	375	440
g361	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2055505;2055505;2055610;2055610;2056119	2055549;2055549;2055915;2055891;2056316	+;+;+;+;+	549	40	32	24	6	7	5
g362	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2069746;2070593;2070804;2070981	2069936;2070646;2070888;2072006	-;-;-;-	1356	0	0	0	6	0	4
g363	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2072121;2072449;2073110;2074158;2075056;2075268;2075641;2076063;2078053;2078453;2078780;2079007;2079220;2079803;2080096;2080651;2081072;2081356;2082178;2082520;2082826;2083175;2083584;2083886;2084246	2072225;2072601;2073544;2074593;2075153;2075331;2075927;2076187;2078126;2078543;2078859;2079095;2079350;2079932;2080120;2081040;2081082;2081435;2082301;2082634;2082977;2083323;2083740;2084003;2084976	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4350	1841	3060	3184	1012	766	1102
g364	contig_15_pilon	2081584	2081874	+	291	3	2	1	18	0	7
g365	contig_15_pilon	2085920	2086126	+	207	6	6	1	1	3	4
g366	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2090019;2090282;2090789;2090923;2091803;2093409;2093797;2094091;2094277;2094594	2090221;2090749;2090882;2090933;2093048;2093507;2093897;2094137;2094350;2094710	+;+;+;+;+;+;+;+;+;+	2460	11450	4772	6817	5466	3504	3927
g367	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2097872;2098087;2098349;2098608;2099086;2100140;2100861;2101081;2101615	2097961;2098259;2098449;2098810;2100042;2100751;2100989;2101530;2102772	+;+;+;+;+;+;+;+;+	3873	141	177	146	33	92	69
g368	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2107325;2109291;2109851;2110298;2111238;2117166;2117500;2123722	2109190;2109508;2110019;2110390;2111321;2117354;2117749;2124026	-;-;-;-;-;-;-;-	3174	625	11775	2548	486	765	872
g369	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2124405;2125079;2125488;2125820;2126599;2126972;2127551;2127858;2128104	2124546;2125279;2125701;2125899;2126695;2127261;2127660;2127972;2128201	+;+;+;+;+;+;+;+;+	1347	227	370	234	186	138	259
g370	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2128684;2128843;2129085;2129354;2129900;2130358	2128690;2128969;2129145;2129557;2129965;2130393	-;-;-;-;-;-	501	10	7	8	16	18	45
g371	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2136346;2136439;2136727;2136879;2137260;2137411;2137610;2137809;2138175	2136379;2136511;2136775;2137089;2137314;2137432;2137720;2137889;2138267	+;+;+;+;+;+;+;+;+	729	24	34	48	9	0	14
g372	contig_15_pilon;contig_15_pilon	2138923;2139141	2139028;2139238	+;+	204	0	0	0	0	0	0
g373	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2141368;2141368;2142129;2142129;2142496;2142496;2143114;2143114;2143572;2143572;2143953;2144422;2144577;2144815;2150884;2151964;2152824	2141589;2141589;2142360;2142360;2142703;2142703;2143363;2143363;2143688;2143697;2144028;2144494;2144661;2144901;2150984;2152042;2153105	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1821	57	46	41	2	19	14
g374	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2178421;2178421;2187665;2187665;2187999;2187999;2189473;2189473;2190020;2190020;2190245;2190245;2190531;2190531;2190757;2190757;2190959;2190959;2191201;2191201;2191602;2191602;2191964;2191964;2192180;2192232;2192563;2192868;2193126;2193362;2193626;2193872;2194190;2194429;2194892;2195368	2178474;2178474;2187893;2187893;2188262;2188262;2189786;2189786;2190088;2190088;2190382;2190382;2190648;2190648;2190839;2190839;2191054;2191054;2191369;2191369;2191744;2191744;2192050;2192050;2192188;2192417;2192730;2192988;2193195;2193449;2193746;2194083;2194298;2194693;2195217;2195564	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3636	1822	2239	2757	3489	3048	2014
g375	contig_15_pilon	2187583	2187885	-	303	0	0	0	0	0	2
g376	contig_15_pilon;contig_15_pilon	2188020;2188290	2188251;2188348	-;-	291	0	0	0	0	0	3
g377	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2216296;2216522;2217587;2217869;2219527;2220074;2220299;2220585;2220811;2221013;2221255;2221673;2222041;2222298;2222665;2222955;2223223;2223459;2223723;2223969;2224287;2224526;2224987;2225463	2216433;2216724;2217745;2218122;2219840;2220142;2220436;2220702;2220893;2221108;2221423;2221815;2222127;2222483;2222832;2223075;2223292;2223546;2223843;2224180;2224395;2224790;2225312;2225659	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3834	407	1608	1660	539	324	533
g378	contig_15_pilon	2226703	2227281	+	579	34	48	18	98	59	85
g379	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2228071;2228508;2228602;2229277;2229579;2230026;2230320;2230800;2231184;2231667;2232115;2232512;2232828;2233078;2233488;2233974;2234545;2234918;2235198;2235635;2235987;2236630;2236954;2237265;2237937;2238461;2239047;2239253;2243058	2228165;2228568;2229054;2229435;2229719;2230124;2230555;2230914;2231393;2231858;2232355;2232570;2232920;2233257;2233634;2234177;2234696;2235009;2235359;2235828;2236118;2236736;2237118;2237351;2238060;2238727;2239166;2239525;2243327	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4830	2403	3191	3380	1852	999	2893
g380	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2245289;2245289;2245933;2245933;2246394;2246394;2246723;2246723;2246949;2247201;2248691;2248804;2248863;2248863;2249308;2249308;2249308;2249686;2249686;2249686;2250583;2250583;2250583;2250872;2250872;2255119;2255119;2255684;2255684;2256029;2256029;2256771;2256771;2258718;2258718;2259675;2259675;2260096;2260096;2260392;2260392;2260480;2260480;2264711;2264711	2245322;2245322;2246103;2246103;2246554;2246554;2246799;2246799;2247029;2247240;2248758;2249004;2249004;2249004;2249454;2249454;2249454;2249942;2249942;2249942;2250787;2250749;2250749;2251239;2251239;2255334;2255334;2255905;2255905;2256340;2256340;2258550;2258550;2258989;2258989;2259901;2259901;2260162;2260162;2260442;2260442;2260725;2260725;2264800;2264800	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5293	1352	1464	1784	2289	1569	2453
g381	contig_15_pilon	2268121	2268510	-	390	1	0	2	60	5	37
g382	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2268762;2269850;2270071;2270330;2270981	2269121;2269927;2270170;2270466;2271190	+;+;+;+;+	885	977	725	752	500	528	476
g383	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2272985;2273195;2274343;2274718;2274943;2275213;2275448;2275672;2276161;2276370	2273097;2273307;2274424;2274763;2275051;2275304;2275510;2275790;2276236;2276426	+;+;+;+;+;+;+;+;+;+	870	495	576	633	622	453	756
g384	contig_15_pilon;contig_15_pilon	2278334;2279065	2278479;2279122	-;-	204	0	0	0	0	0	0
g385	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2288602;2288675;2289005;2289249;2289471;2290392;2292817	2288647;2288913;2289192;2289352;2290223;2290985;2293154	+;+;+;+;+;+;+	2262	40	254	239	0	36	76
g386	contig_15_pilon;contig_15_pilon	2294385;2295393	2295036;2295544	-;-	804	5297	11030	11459	1660	1741	2269
g387	contig_15_pilon;contig_15_pilon	2297174;2298136	2297825;2298287	-;-	804	4389	10250	8981	1532	2012	1735
g388	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2299225;2299446;2299653;2300118;2300376;2300776;2301119;2301341;2302510;2303076	2299268;2299533;2299778;2300198;2300490;2300909;2301190;2301468;2303015;2303176	-;-;-;-;-;-;-;-;-;-	1395	641	515	513	397	208	746
g389	contig_15_pilon;contig_15_pilon;contig_15_pilon	2303272;2303565;2304165	2303437;2303779;2305259	+;+;+	1476	244	211	214	101	38	273
g390	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2308081;2308697;2310653;2311499;2311807	2308335;2310436;2310828;2311565;2311920	-;-;-;-;-	2352	0	32	53	2	0	3
g391	contig_15_pilon;contig_15_pilon	2317045;2321531	2317112;2321684	+;+	222	42	42	23	63	29	75
g392	contig_15_pilon;contig_15_pilon;contig_15_pilon	2322821;2325033;2329364	2324242;2325580;2329511	-;-;-	2118	118325	11149	24706	116491	166935	114178
g393	contig_15_pilon;contig_15_pilon;contig_15_pilon	2329663;2329663;2330404	2330607;2330369;2330479	+;+;+	945	65	170	145	406	390	410
g394	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2343067;2343251;2343684;2344182;2344949;2345312;2345781;2346183	2343092;2343622;2343748;2344389;2345000;2345562;2345917;2346289	+;+;+;+;+;+;+;+	1218	5776	1848	1168	2190	1766	1523
g395	contig_15_pilon	2343209	2343586	-	378	0	0	0	0	0	0
g396	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2347266;2347744;2348702;2349029;2350157;2350459;2350839;2351055;2351832;2352206;2352404;2352838	2347403;2348169;2348911;2349694;2350213;2350473;2350935;2351285;2352092;2352324;2352722;2353151	-;-;-;-;-;-;-;-;-;-;-;-	2853	1848	8625	8900	6394	5775	3569
g397	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2363683;2363683;2363918;2363918;2364383;2364383;2364656;2364656;2365215;2365215;2365678;2368391;2368834;2369184	2363788;2363788;2364005;2364005;2364568;2364568;2364783;2364783;2365498;2365447;2365766;2368485;2368931;2369279	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1170	184	586	444	351	535	381
g398	contig_15_pilon	2366720	2368039	+	1320	337	588	449	407	344	658
g399	contig_15_pilon;contig_15_pilon	2369382;2370275	2369620;2370281	+;+	246	19	117	86	21	37	56
g400	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2370459;2371149;2371652;2372136;2372453;2372737;2372980;2373290;2373537	2371031;2371439;2371929;2372253;2372611;2372843;2373060;2373417;2373580	+;+;+;+;+;+;+;+;+	1779	371	2088	1535	454	589	649
g401	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2375417;2375417;2375900;2375900;2376564;2376564;2376939;2376939;2377396;2377396;2378740;2379143	2375599;2375599;2376308;2376308;2376751;2376751;2377028;2377028;2378457;2378445;2378797;2379210	-;-;-;-;-;-;-;-;-;-;-;-	2058	353	289	243	203	231	244
g402	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2379989;2382689;2383144;2384088;2384158;2384474	2380089;2382776;2383237;2384097;2384250;2384516	+;+;+;+;+;+	429	131	230	107	156	27	125
g403	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2387221;2387509;2387973;2388075;2388375;2388618	2387351;2387615;2388005;2388171;2388527;2388621	+;+;+;+;+;+	525	27	19	14	6	3	25
g404	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2388697;2393400;2394132;2396221;2396661;2396876;2397193;2397467;2397665;2398101;2398268;2398462;2398698;2398833;2399402;2399578;2399737;2400166	2388881;2393576;2394353;2396503;2396718;2397102;2397309;2397533;2397759;2398169;2398353;2398511;2398738;2399039;2399472;2399638;2399978;2400394	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2487	234	571	314	9	22	120
g405	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2401480;2401880;2402332;2402660;2402999;2403852;2404464;2405037;2405823;2406457;2406863;2407193;2407591;2408398;2408961;2409348;2409914;2412343;2412539;2412865;2413255;2413562;2414079;2414484;2415138;2415586;2415742;2416094	2401674;2401948;2402455;2402784;2403478;2404195;2404809;2405546;2406114;2406640;2407023;2407416;2408076;2408790;2409101;2409710;2412151;2412405;2412640;2413070;2413342;2413792;2414214;2415000;2415199;2415693;2415998;2416270	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8622	3687	3252	2952	3096	1084	3380
g406	contig_15_pilon;contig_15_pilon;contig_15_pilon	2416940;2417897;2418928	2417677;2418034;2419086	+;+;+	1035	1	0	0	10	8	0
g407	contig_15_pilon	2420949	2422913	-	1965	5862	8308	8135	8791	6705	9321
g408	contig_15_pilon	2422967	2423263	+	297	128	161	250	218	161	169
g409	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2425012;2425181;2425420;2425703;2426356	2425065;2425285;2425492;2425791;2426589	-;-;-;-;-	555	821	1290	1343	1810	1368	1929
g410	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2430682;2431141;2431677;2431990;2432308;2432694;2433382	2430771;2431214;2431848;2432154;2432415;2432803;2433631	-;-;-;-;-;-;-	969	992	779	770	1483	3140	1996
g411	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2433893;2433893;2434278;2434592;2434592;2434678;2434886;2434886;2435466;2435466;2435697;2435697;2435951;2435951;2436219;2436219;2436459;2436459;2436914;2436914;2437205;2437205;2438065;2438065;2438319;2438319	2434083;2434083;2434330;2434755;2434595;2434755;2435172;2435172;2435550;2435550;2435832;2435832;2436102;2436102;2436345;2436345;2436598;2436598;2436979;2436979;2437726;2437726;2438202;2438202;2438429;2438429	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2172	772	918	856	341	268	500
g412	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2438559;2438559;2438822;2438822;2439302;2439302;2439431;2439431;2439657;2439966;2439966;2440256;2440256	2438629;2438629;2439023;2439023;2439385;2439385;2439517;2439517;2439698;2440070;2440070;2440336;2440336	+;+;+;+;+;+;+;+;+;+;+;+;+	672	509	516	518	380	176	415
g413	contig_15_pilon;contig_15_pilon;contig_15_pilon	2444891;2445323;2446313	2445034;2446130;2446494	-;-;-	1134	4	28	17	15	0	5
g414	contig_15_pilon;contig_15_pilon	2455007;2456032	2455829;2456591	-;-	1383	11768	12917	12706	3422	3296	4823
g415	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2456871;2458093;2458187;2458495;2458638;2458806	2456964;2458129;2458282;2458579;2458758;2459062	-;-;-;-;-;-	690	1749	1615	2541	578	345	700
g416	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2472568;2472837;2473039;2473226;2473960;2474487;2475210;2475418;2475636;2475875	2472582;2472899;2473153;2473633;2474341;2474527;2475311;2475544;2475760;2476092	-;-;-;-;-;-;-;-;-;-	1596	2467	6327	8081	4730	4525	2933
g417	contig_15_pilon;contig_15_pilon	2484512;2484740	2484705;2484782	-;-	237	0	0	0	0	0	0
g418	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2514677;2514998;2515425;2515590	2514787;2515323;2515491;2515745	-;-;-;-	660	907	1055	1843	4316	7327	4347
g419	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2517428;2517741;2517991;2518300;2518631;2518867;2519468;2519941;2520277;2520992;2525919	2517562;2517800;2518066;2518421;2518705;2519005;2519556;2520083;2520332;2521077;2526104	-;-;-;-;-;-;-;-;-;-;-	1167	146	317	260	78	56	97
g420	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2531606;2531797;2532219;2532450;2532699;2532929	2531762;2532110;2532278;2532453;2532774;2532956	+;+;+;+;+;+	639	0	5	2	33	3	16
g421	contig_15_pilon;contig_15_pilon;contig_15_pilon	2531864;2532207;2536601	2532121;2532258;2536674	-;-;-	384	0	0	0	0	0	0
g422	contig_15_pilon;contig_15_pilon;contig_15_pilon	2539533;2539864;2540104	2539830;2539965;2540180	-;-;-	477	48	205	148	48	56	86
g423	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2540724;2540724;2541677;2541677;2541980;2542034;2542458;2542458	2541147;2541147;2541873;2541873;2542138;2542138;2543198;2543198	+;+;+;+;+;+;+;+	1521	640	2663	2006	3098	2781	3117
g424	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	2550335;2550753;2550948;2551224;2551576;2551875;2552054;2552337;2552577;2552803;2553175;2553693;2554267	2550469;2550812;2551028;2551378;2551660;2551943;2552133;2552382;2552672;2552913;2553378;2553904;2554666	-;-;-;-;-;-;-;-;-;-;-;-;-	1734	786	866	877	502	126	629
